time	best_bid	best_ask
818.435	15.04	15.05
818.736	15.04	15.05
818.835	15.04	15.05
818.936	15.04	15.05
819.035	15.04	15.05
819.136	15.04	15.05
819.235	15.04	15.05
819.436	15.04	15.05
819.535	15.04	15.05
819.636	15.04	15.05
819.836	15.04	15.05
819.936	15.04	15.05
820.036	15.04	15.05
820.136	15.04	15.05
820.338	15.04	15.05
820.637	15.04	15.05
820.738	15.04	15.05
820.837	15.04	15.05
820.939	15.04	15.05
821.338	15.04	15.05
821.439	15.04	15.05
821.837	15.04	15.05
821.938	15.04	15.05
822.039	15.04	15.05
822.138	15.04	15.05
822.238	15.04	15.05
822.438	15.04	15.05
822.638	15.04	15.05
822.738	15.04	15.05
822.837	15.04	15.05
823.637	15.04	15.05
823.94	15.04	15.05
824.039	15.04	15.05
824.139	15.04	15.05
824.237	15.04	15.05
824.839	15.04	15.05
825.039	15.04	15.05
825.239	15.04	15.05
826.24	15.04	15.05
826.341	15.04	15.05
826.64	15.04	15.05
827.139	15.04	15.05
827.241	15.04	15.05
827.342	15.05	15.06
827.441	15.05	15.06
827.545	15.05	15.06
827.642	15.05	15.06
827.742	15.05	15.06
827.843	15.05	15.06
827.94	15.05	15.06
828.042	15.05	15.06
828.241	15.05	15.06
828.342	15.05	15.06
828.443	15.05	15.06
828.841	15.05	15.06
828.943	15.06	15.07
829.042	15.06	15.07
829.143	15.06	15.07
829.242	15.06	15.07
829.441	15.06	15.07
829.541	15.06	15.07
829.642	15.06	15.07
829.843	15.06	15.07
829.943	15.06	15.07
830.041	15.06	15.07
830.141	15.06	15.07
830.243	15.06	15.07
830.442	15.06	15.07
830.543	15.06	15.07
830.643	15.06	15.07
830.843	15.06	15.07
830.943	15.06	15.07
831.042	15.06	15.07
831.144	15.06	15.07
831.244	15.06	15.07
831.343	15.06	15.07
831.443	15.06	15.07
831.542	15.06	15.07
831.843	15.06	15.07
831.942	15.06	15.07
832.042	15.06	15.07
832.143	15.06	15.07
832.244	15.06	15.07
832.343	15.06	15.07
832.643	15.06	15.07
832.743	15.06	15.07
832.843	15.06	15.07
832.944	15.06	15.07
833.043	15.06	15.07
833.144	15.06	15.07
833.443	15.06	15.07
833.543	15.06	15.07
833.643	15.06	15.07
833.844	15.06	15.07
833.944	15.06	15.07
834.045	15.06	15.07
834.145	15.06	15.07
834.245	15.06	15.07
834.544	15.06	15.07
834.644	15.06	15.07
834.744	15.06	15.07
834.943	15.06	15.07
835.043	15.06	15.07
835.244	15.06	15.07
835.744	15.06	15.07
835.945	15.06	15.07
836.144	15.06	15.07
836.746	15.06	15.07
836.946	15.06	15.07
837.245	15.06	15.07
838.046	15.06	15.07
838.146	15.06	15.07
838.446	15.06	15.07
838.546	15.06	15.07
838.646	15.06	15.07
838.747	15.06	15.07
838.846	15.06	15.07
839.147	15.06	15.07
839.248	15.06	15.07
839.448	15.06	15.07
839.548	15.06	15.07
839.648	15.06	15.07
839.949	15.06	15.07
840.351	15.06	15.07
840.45	15.06	15.07
840.549	15.06	15.07
840.649	15.06	15.07
840.749	15.07	15.08
840.849	15.07	15.08
840.95	15.07	15.08
841.05	15.07	15.08
841.15	15.07	15.08
841.248	15.07	15.08
841.348	15.07	15.08
841.548	15.07	15.08
841.648	15.07	15.08
841.85	15.07	15.08
841.949	15.07	15.08
842.048	15.07	15.08
842.147	15.07	15.08
842.348	15.07	15.08
842.448	15.07	15.08
842.549	15.07	15.08
842.748	15.07	15.08
842.85	15.07	15.08
843.25	15.07	15.08
843.348	15.07	15.08
843.449	15.07	15.08
843.549	15.07	15.08
843.65	15.07	15.08
843.749	15.07	15.08
843.849	15.07	15.08
843.949	15.07	15.08
844.05	15.07	15.08
844.25	15.07	15.08
844.649	15.07	15.08
844.749	15.07	15.08
844.848	15.07	15.08
845.149	15.07	15.08
845.648	15.07	15.08
845.95	15.07	15.08
846.151	15.07	15.08
846.251	15.07	15.08
846.35	15.07	15.08
846.45	15.07	15.08
846.55	15.07	15.08
846.65	15.07	15.08
846.75	15.07	15.08
846.85	15.07	15.08
847.05	15.07	15.08
847.151	15.07	15.08
847.25	15.07	15.08
847.45	15.07	15.08
847.55	15.07	15.08
847.65	15.07	15.08
848.05	15.07	15.08
848.25	15.07	15.08
848.351	15.07	15.08
848.451	15.07	15.08
848.551	15.07	15.08
849.152	15.07	15.08
849.251	15.07	15.08
850.252	15.07	15.08
850.652	15.07	15.08
850.753	15.07	15.08
850.853	15.07	15.08
850.954	15.07	15.08
851.053	15.07	15.08
851.153	15.07	15.08
851.253	15.07	15.08
851.653	15.07	15.08
851.854	15.07	15.08
851.953	15.07	15.08
852.254	15.07	15.08
852.453	15.06	15.07
852.555	15.06	15.07
852.657	15.06	15.07
852.757	15.06	15.07
852.854	15.06	15.07
852.956	15.06	15.07
853.055	15.06	15.07
853.155	15.06	15.07
853.259	15.05	15.06
853.357	15.05	15.06
853.453	15.05	15.06
853.557	15.05	15.06
853.656	15.05	15.06
853.755	15.05	15.06
853.857	15.05	15.06
853.955	15.05	15.06
854.057	15.05	15.06
854.153	15.05	15.06
854.256	15.05	15.06
854.355	15.04	15.05
854.456	15.04	15.05
854.555	15.04	15.05
854.656	15.04	15.05
854.757	15.04	15.05
854.855	15.04	15.05
854.956	15.04	15.05
855.056	15.04	15.05
855.157	15.04	15.05
855.255	15.04	15.05
855.357	15.04	15.05
855.455	15.04	15.05
855.556	15.05	15.06
855.656	15.05	15.06
855.755	15.05	15.06
855.857	15.05	15.06
856.156	15.05	15.06
856.255	15.05	15.06
856.456	15.05	15.06
856.757	15.05	15.06
857.256	15.05	15.06
857.355	15.05	15.06
857.656	15.05	15.06
857.956	15.05	15.06
858.156	15.05	15.06
858.557	15.05	15.06
858.656	15.05	15.06
859.256	15.05	15.06
859.457	15.05	15.06
859.557	15.05	15.06
859.757	15.05	15.06
859.856	15.05	15.06
859.957	15.05	15.06
860.058	15.05	15.06
860.157	15.05	15.06
860.359	15.05	15.06
860.458	15.05	15.06
860.557	15.05	15.06
860.658	15.05	15.06
860.758	15.05	15.06
860.959	15.05	15.06
861.158	15.05	15.06
861.858	15.05	15.06
861.958	15.05	15.06
862.057	15.05	15.06
862.158	15.05	15.06
862.258	15.05	15.06
862.359	15.05	15.06
862.46	15.05	15.06
862.959	15.05	15.06
863.86	15.05	15.06
863.963	15.04	15.05
864.063	15.04	15.05
864.162	15.04	15.05
864.26	15.04	15.05
864.36	15.04	15.05
864.46	15.04	15.05
864.561	15.04	15.05
864.66	15.04	15.05
864.763	15.04	15.05
864.864	15.04	15.05
864.962	15.04	15.05
865.061	15.04	15.05
865.161	15.04	15.05
865.261	15.04	15.05
865.66	15.04	15.05
865.961	15.04	15.05
